emp_ID,dept_ID,job_level,gender,ethnicity,education,disability,age_group,years_at_org,salary,fte
2620,172,1,M,White,No degree,None,45-54,5.63,28,1
2621,172,1,M,White,Undergrad,None,35-44,5.29,32,1
2622,172,1,M,White,No degree,None,25-34,1.08,25,1
2623,172,1,M,White,No degree,None,25-34,3.55,19,0.8
2624,172,1,M,White,Undergrad,None,35-44,10.6,21,1
2625,172,1,F,White,No degree,None,55-64,3.81,23,1
2626,172,1,F,White,No degree,None,25-34,4.32,23,1
2627,172,1,M,White,No degree,None,45-54,6.16,32,1
2628,172,1,F,White,Undergrad,None,35-44,2.24,25,1
2629,173,1,F,White,Undergrad,None,25-34,2.64,35,1
2630,173,1,F,Black / African / Caribbean / Black British,No degree,None,45-54,13.76,24,1
2631,173,1,M,White,No degree,None,25-34,5.14,33,1
2632,173,1,F,White,Undergrad,None,25-34,1.55,35,1
2633,173,1,M,White,Undergrad,None,55-64,12.49,32,1
2634,173,1,M,Black / African / Caribbean / Black British,Undergrad,None,45-54,4.22,23,1
2635,173,1,M,Asian / Asian British,Undergrad,None,25-34,4.64,33,1
2636,173,1,M,Asian / Asian British,Undergrad,None,35-44,1.66,24,1
2637,173,1,F,White,Undergrad,None,35-44,2.08,25,1
2638,173,1,M,White,Undergrad,None,45-54,9.17,26,1
2639,173,1,F,Asian / Asian British,No degree,None,25-34,2.58,32,1
2640,173,1,M,White,Undergrad,Autism spectrum disorder,25-34,3.87,30,1
2641,174,1,M,Black / African / Caribbean / Black British,No degree,None,45-54,6.04,26,1
2642,174,1,M,White,No degree,None,45-54,6.77,25,1
2643,174,1,M,White,No degree,None,35-44,2.3,29,1
2644,174,1,M,Asian / Asian British,No degree,None,35-44,1.99,27,1
2645,174,1,M,White,No degree,None,35-44,4.93,14,0.7
2646,174,1,M,White,No degree,None,45-54,1.92,30,1
2647,174,1,M,White,Undergrad,None,35-44,3.26,26,1
2648,174,1,M,White,Undergrad,None,45-54,7.86,25,1
2649,174,1,M,White,Undergrad,None,35-44,0.98,19,1
2650,174,1,M,White,No degree,None,35-44,1.1,24,1
2651,174,1,M,White,No degree,None,35-44,4.08,21,1
2652,174,1,F,White,No degree,None,25-34,5.28,27,1
2653,174,1,F,Other ethnic group,No degree,None,25-34,2.9,24,1
2654,174,1,F,White,No degree,None,35-44,6.06,20,1
2655,174,1,M,White,No degree,None,45-54,8.81,14,0.5
2656,174,1,M,White,No degree,None,55-64,5.18,22,1
2657,174,1,M,White,No degree,None,35-44,8.81,30,1
2658,174,1,F,White,No degree,None,35-44,3.14,24,1
2659,174,1,F,White,No degree,None,35-44,1.47,23,1
2660,175,1,F,White,No degree,None,35-44,2.86,28,1
2661,175,1,F,Other ethnic group,No degree,None,45-54,3.19,22,1
2662,175,1,F,White,No degree,Acquired brain injury,25-34,4.89,22,1
2663,175,1,M,White,No degree,None,35-44,3.39,22,1
2664,175,1,F,White,No degree,None,35-44,4.85,27,1
2665,175,1,M,Asian / Asian British,Undergrad,None,45-54,2.6,19,1
2666,175,1,F,White,Undergrad,None,35-44,6.77,23,1
2667,175,1,M,White,No degree,None,35-44,5.14,26,1
2668,175,1,M,White,No degree,None,35-44,7.07,23,1
2669,175,1,F,White,No degree,None,25-34,5.93,21,1
2670,175,1,F,White,No degree,None,35-44,6.43,22,1
2671,175,1,M,Asian / Asian British,No degree,None,35-44,5.64,27,1
2672,175,1,F,White,No degree,None,45-54,6.84,20,1
2673,175,1,F,White,Undergrad,None,35-44,3.74,20,1
2674,175,1,F,White,No degree,None,35-44,3.65,22,1
2675,175,1,F,White,Undergrad,None,35-44,0.53,22,1
2676,175,1,F,White,No degree,None,25-34,5.31,24,1
2677,175,1,M,White,No degree,None,25-34,5.07,18,0.7
2678,175,1,F,White,No degree,None,25-34,1.96,24,1
2679,176,1,M,White,No degree,None,35-44,1.79,37,1
2680,176,1,M,White,No degree,None,35-44,8.02,25,1
2681,176,1,M,White,No degree,None,45-54,12.07,42,1
2682,176,1,M,White,No degree,None,45-54,3.48,36,1
2683,176,1,F,Asian / Asian British,No degree,None,35-44,5.54,33,1
2684,176,1,F,White,No degree,None,35-44,1.42,35,1
2685,176,1,F,Mixed / Multiple ethnic groups,No degree,None,35-44,4.95,27,1
2686,176,1,M,White,No degree,None,35-44,3.27,34,1
2687,176,1,F,White,No degree,None,35-44,2.25,34,1
2688,176,1,F,White,Undergrad,None,35-44,15.3,44,1
2689,176,1,F,White,No degree,None,55-64,7.39,21,0.7
2690,176,1,F,White,No degree,None,25-34,5.28,40,1
2691,176,1,M,White,No degree,None,35-44,2.28,30,1
2692,176,1,M,White,No degree,None,25-34,4.24,30,1
2693,176,1,F,Asian / Asian British,Undergrad,None,25-34,5.23,30,1
2694,176,1,M,White,No degree,None,35-44,3.16,35,1
2695,176,1,M,White,No degree,None,35-44,0.97,32,1
2696,176,1,M,White,Undergrad,None,45-54,8.83,30,1
2697,176,1,M,White,No degree,None,25-34,1.45,38,1
2698,177,1,F,White,No degree,None,35-44,1.35,19,1
2699,177,1,M,White,No degree,None,45-54,20.55,5,0.2
2700,177,1,F,White,No degree,None,45-54,8.56,20,1
2701,177,1,F,White,No degree,None,25-34,0.8,25,1
2702,177,1,M,White,Undergrad,None,45-54,15.76,27,1
2703,177,1,M,White,No degree,None,35-44,3.66,29,1
2704,177,1,F,White,Undergrad,None,25-34,5.02,20,1
2705,177,1,M,White,No degree,None,45-54,2.93,24,1
2706,177,1,M,White,Undergrad,None,35-44,5.12,29,1
2707,177,1,M,White,No degree,None,45-54,5.59,32,1
2708,177,1,F,White,Undergrad,None,45-54,6.86,28,1
2709,177,1,M,White,Undergrad,None,35-44,3.16,26,1
2710,177,1,M,White,No degree,None,45-54,2,34,1
2711,177,1,F,Asian / Asian British,Undergrad,None,35-44,4.31,23,1
2712,177,1,F,White,Undergrad,None,25-34,1.22,26,1
2713,177,1,F,White,No degree,None,25-34,2.44,18,1
2714,177,1,M,White,No degree,None,25-34,5.76,24,1
2715,177,1,M,White,No degree,None,45-54,10.74,23,1
2716,178,1,M,White,No degree,None,35-44,2.05,27,1
2717,178,1,M,Asian / Asian British,No degree,None,45-54,11.62,33,1
2718,178,1,F,White,Undergrad,None,25-34,4.26,28,1
2719,178,1,F,White,No degree,None,45-54,16.96,19,0.6
2720,178,1,M,White,No degree,None,35-44,6.44,33,1
2721,178,1,F,White,No degree,None,35-44,1.78,26,1
2722,178,1,M,White,Undergrad,None,45-54,14.55,30,1
2723,178,1,M,White,No degree,None,35-44,2.91,36,1
2724,178,1,M,White,No degree,None,35-44,2.64,35,1
2725,178,1,M,Asian / Asian British,No degree,None,35-44,1.17,35,1
2726,178,1,M,Asian / Asian British,No degree,None,35-44,4.67,29,1
2727,178,1,M,White,Undergrad,None,45-54,10.65,30,1
2728,178,1,M,White,No degree,Deaf or hard of hearing,45-54,7.6,39,1
2729,178,1,F,White,No degree,None,25-34,5.08,31,1
2730,178,1,F,White,No degree,Intellectual disability,55-64,5.96,29,1
2731,178,1,F,White,No degree,None,25-34,3.3,35,1
2732,178,1,F,White,No degree,None,35-44,7.5,36,1
2733,178,1,F,Asian / Asian British,Undergrad,None,25-34,5.47,37,1
2734,178,1,F,White,No degree,None,35-44,2.92,41,1
2735,178,1,M,White,No degree,None,35-44,3.7,30,1
2736,179,1,F,White,No degree,None,25-34,5.69,31,1
2737,179,1,M,White,No degree,None,45-54,2.16,27,1
2738,179,1,M,White,No degree,None,35-44,1.9,28,1
2739,179,1,F,White,No degree,None,45-54,12.2,22,1
2740,179,1,M,White,No degree,None,35-44,1.07,19,0.8
2741,179,1,M,White,No degree,None,55-64,4.27,21,1
2742,179,1,M,White,No degree,None,25-34,3.8,24,1
2743,179,1,F,White,No degree,None,35-44,1.33,30,1
2744,179,1,F,White,No degree,None,25-34,3.94,19,1
2745,179,1,M,White,No degree,None,55-64,6.33,20,1
2746,179,1,M,White,No degree,None,45-54,9.46,24,1
2747,179,1,F,White,No degree,None,25-34,4.18,25,1
2748,179,1,F,Asian / Asian British,No degree,None,35-44,4.42,16,1
2749,180,1,M,White,No degree,None,25-34,5.15,31,1
2750,180,1,F,White,No degree,None,35-44,2.93,26,1
2751,180,1,M,White,No degree,None,35-44,4.76,24,1
2752,180,1,F,White,No degree,None,35-44,6.17,23,1
2753,180,1,F,White,Undergrad,None,35-44,4.59,22,1
2754,180,1,M,White,No degree,None,35-44,9.07,22,1
2755,180,1,M,Asian / Asian British,No degree,None,45-54,8.02,19,1
2756,180,1,M,White,No degree,None,35-44,5.14,26,1
2757,180,1,M,Asian / Asian British,No degree,None,35-44,1.51,29,1
2758,180,1,M,White,No degree,Deaf or hard of hearing,35-44,3.71,25,1
2759,180,1,F,White,No degree,None,35-44,5.44,18,1
2760,180,1,M,Asian / Asian British,Undergrad,None,25-34,0.75,31,1
2761,180,1,M,White,Undergrad,None,35-44,4.62,25,1
2762,180,1,M,White,No degree,None,45-54,11.4,25,1
2763,180,1,F,White,No degree,None,35-44,3.4,25,1
2764,180,1,F,Asian / Asian British,No degree,None,25-34,5.24,24,1
2765,180,1,M,White,No degree,None,25-34,4.16,22,1
2766,180,1,M,White,No degree,None,55-64,3.55,28,1
2767,180,1,F,Asian / Asian British,Undergrad,None,45-54,6.43,21,1
2768,180,1,F,White,No degree,None,25-34,5.62,20,1
2769,181,1,F,White,No degree,None,35-44,5.88,29,1
2770,181,1,F,White,Undergrad,None,25-34,5.07,30,1
2771,181,1,F,White,No degree,None,35-44,4.98,29,1
2772,181,1,F,White,No degree,None,35-44,4.6,24,1
2773,181,1,F,White,No degree,None,25-34,3.91,23,1
2774,181,1,M,White,No degree,None,25-34,2.5,25,1
2775,181,1,M,White,No degree,None,45-54,6.6,31,1
2776,181,1,F,White,No degree,None,25-34,3.53,24,1
2777,181,1,F,White,Undergrad,None,25-34,3.44,32,1
2778,181,1,M,White,Undergrad,None,35-44,6.91,24,1
2779,181,1,F,White,No degree,None,25-34,5.97,24,1
2780,181,1,F,White,No degree,None,25-34,1.79,26,1
2781,181,1,F,White,No degree,None,<25,3.45,20,1
2782,181,1,F,White,No degree,None,35-44,5.05,25,1
2783,181,1,M,Asian / Asian British,No degree,None,25-34,3.14,26,1
2784,181,1,F,White,No degree,None,25-34,0.45,31,1
2785,181,1,PN,White,No degree,None,55-64,9.62,29,1
2786,181,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,2.65,21,1
2787,182,1,F,White,No degree,None,25-34,2.31,29,1
2788,182,1,M,White,Undergrad,None,45-54,8.88,31,1
2789,182,1,M,White,No degree,None,35-44,5.6,33,1
2790,182,1,F,Asian / Asian British,No degree,None,55-64,4.57,46,1
2791,182,1,F,White,No degree,None,25-34,4.32,39,1
2792,182,1,F,White,No degree,None,35-44,5.89,31,1
2793,182,1,M,White,No degree,Acquired brain injury,35-44,2.49,33,1
2794,182,1,M,White,No degree,None,35-44,4.35,42,1
2795,182,1,M,White,Postgrad,None,25-34,5.27,31,1
2796,182,1,F,White,Undergrad,None,35-44,2.5,39,1
2797,182,1,F,White,No degree,None,25-34,5.24,39,1
2798,182,1,M,White,No degree,None,35-44,1.69,32,1
2799,182,1,M,White,No degree,None,35-44,3.36,35,1
2800,182,1,M,White,Undergrad,None,35-44,1.46,39,1
2801,183,1,M,White,Undergrad,None,35-44,2.83,25,1
2802,183,1,M,White,No degree,None,35-44,2.7,21,1
2803,183,1,M,White,No degree,None,55-64,6.54,33,1
2804,183,1,M,White,No degree,None,45-54,5.35,33,1
2805,183,1,M,White,No degree,None,25-34,2.31,22,1
2806,183,1,M,White,Undergrad,None,45-54,6.3,31,1
2807,183,1,M,White,No degree,None,35-44,6.92,27,0.8
2808,183,1,F,White,No degree,None,35-44,6.92,29,1
2809,183,1,F,White,No degree,None,45-54,7.94,31,1
2810,183,1,M,White,No degree,Physical disability,45-54,8.53,31,1
2811,183,1,M,White,No degree,None,45-54,14.14,28,1
2812,183,1,F,White,No degree,None,35-44,9.16,25,1
2813,183,1,M,White,No degree,None,35-44,6.57,31,1
2814,184,1,M,White,Undergrad,Mental health conditions,45-54,1.85,34,1
2815,184,1,F,White,No degree,None,25-34,3.29,32,1
2816,184,1,M,White,No degree,None,45-54,9.9,32,1
2817,184,1,M,White,No degree,None,35-44,5.08,34,1
2818,184,1,F,White,Undergrad,None,55-64,4.36,35,1
2819,184,1,M,White,No degree,None,55-64,5.23,44,1
2820,184,1,M,White,No degree,None,25-34,5.91,34,1
2821,184,1,F,White,Undergrad,None,35-44,5.51,30,1
2822,184,1,M,Asian / Asian British,No degree,None,35-44,4.41,34,1
2823,184,1,F,White,No degree,None,35-44,5.52,33,1
2824,184,1,M,White,No degree,None,45-54,4.22,25,1
2825,184,1,M,White,No degree,None,45-54,7.8,23,0.8
2826,184,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,5.4,26,1
2827,185,1,M,White,Undergrad,None,55-64,9.79,44,1
2828,185,1,M,White,Undergrad,Mental health conditions,45-54,2.14,42,1
2829,185,1,F,Black / African / Caribbean / Black British,Undergrad,None,35-44,4.06,35,1
2830,185,1,F,White,No degree,None,25-34,2.36,42,1
2831,185,1,F,White,No degree,None,25-34,1.42,35,1
2832,185,1,M,White,Undergrad,None,35-44,6.12,39,1
2833,185,1,F,White,No degree,None,35-44,4.92,42,1
2834,185,1,M,White,No degree,None,35-44,1.47,35,1
2835,185,1,M,White,Undergrad,None,35-44,2.92,35,1
2836,185,1,M,White,No degree,None,35-44,6.3,39,1
2837,185,1,M,White,No degree,None,45-54,9.73,34,1
2838,186,1,M,White,No degree,None,45-54,5.31,38,1
2839,186,1,M,White,Undergrad,None,45-54,5.75,35,1
2840,186,1,M,White,Undergrad,None,35-44,5.02,32,1
2841,186,1,F,White,No degree,None,35-44,2.68,32,1
2842,186,1,M,White,No degree,None,25-34,4.17,40,1
2843,186,1,F,White,Undergrad,None,25-34,3.33,26,1
2844,186,1,F,White,No degree,None,35-44,6.8,36,1
2845,186,1,M,White,No degree,None,55-64,2.75,29,1
2846,186,1,M,White,Undergrad,None,35-44,3.94,28,1
2847,186,1,F,White,No degree,None,25-34,2,30,1
2848,186,1,F,White,No degree,None,35-44,3.25,22,1
2849,186,1,F,White,Undergrad,None,25-34,5.1,29,1
2850,186,1,F,White,No degree,None,35-44,6.85,26,0.8
2851,187,1,F,White,No degree,None,45-54,3.15,33,1
2852,187,1,F,White,No degree,None,35-44,5.32,32,1
2853,187,1,M,White,No degree,None,35-44,4.07,34,1
2854,187,1,M,White,No degree,None,45-54,8.6,33,1
2855,187,1,F,White,No degree,None,35-44,4.41,29,1
2856,187,1,M,White,Undergrad,None,55-64,3.49,31,1
2857,187,1,M,White,No degree,None,45-54,8.48,30,1
2858,187,1,M,Asian / Asian British,Undergrad,None,55-64,7.8,25,1
2859,187,1,F,White,No degree,None,35-44,0.92,35,1
2860,187,1,M,White,Undergrad,None,45-54,10.27,30,1
2861,187,1,F,Asian / Asian British,No degree,None,25-34,5.38,33,1
2862,187,1,M,White,No degree,None,45-54,1.56,34,1
2863,187,1,M,White,No degree,None,35-44,6.06,27,1
2864,187,1,M,Asian / Asian British,No degree,None,25-34,2.49,24,1
2865,187,1,F,White,No degree,None,35-44,2.66,39,1
2866,187,1,F,White,No degree,None,25-34,5.32,37,1
2867,188,1,M,White,No degree,Deaf or hard of hearing,35-44,2.09,35,1
2868,188,1,F,White,Undergrad,None,25-34,1.29,27,1
2869,188,1,M,White,Undergrad,None,35-44,5.28,6,0.2
2870,188,1,M,White,No degree,None,45-54,4.11,26,1
2871,188,1,M,Asian / Asian British,No degree,None,35-44,6.27,38,1
2872,188,1,F,White,Undergrad,None,25-34,5.07,33,1
2873,188,1,M,White,Undergrad,None,35-44,2.96,27,1
2874,188,1,F,White,No degree,None,35-44,2.16,32,1
2875,188,1,F,White,No degree,None,25-34,5.74,34,1
2876,188,1,M,White,No degree,None,55-64,3.84,30,1
2877,188,1,M,Asian / Asian British,No degree,Acquired brain injury,45-54,4.76,27,1
2878,188,1,F,White,No degree,None,35-44,1.81,27,1
2879,188,1,F,White,Undergrad,None,35-44,5.59,39,1
2880,188,1,M,White,No degree,None,35-44,5.04,29,1
2881,188,1,M,Mixed / Multiple ethnic groups,No degree,None,35-44,1.7,41,1
2882,188,1,F,White,No degree,None,35-44,11.47,30,1
2883,188,1,F,White,No degree,None,45-54,1.72,35,1
2884,188,1,M,White,No degree,Deaf or hard of hearing,35-44,2.08,38,1
2885,188,1,M,White,No degree,None,25-34,5.11,31,1
2886,189,1,F,White,No degree,None,25-34,2.02,25,1
2887,189,1,F,White,Undergrad,None,35-44,2.84,22,1
2888,189,1,F,White,No degree,None,35-44,3.87,27,1
2889,189,1,F,White,Undergrad,None,25-34,3.05,32,1
2890,189,1,F,White,No degree,None,45-54,10.98,19,1
2891,189,1,F,Asian / Asian British,No degree,None,35-44,5.62,29,1
2892,189,1,M,White,No degree,None,45-54,8.22,21,1
2893,189,1,M,White,No degree,None,25-34,5.21,19,1
2894,189,1,M,White,No degree,None,45-54,8.28,31,1
2895,189,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,3.07,22,1
2896,189,1,M,White,No degree,None,25-34,2.92,22,1
2897,189,1,M,White,No degree,None,35-44,4.35,24,1
2898,189,1,F,White,No degree,None,45-54,7.3,25,1
2899,189,1,M,Asian / Asian British,Undergrad,None,25-34,4.88,26,1
2900,189,1,M,White,Undergrad,None,35-44,3.86,27,1
2901,189,1,M,Other ethnic group,Undergrad,None,25-34,5.37,27,1
2902,189,1,M,White,No degree,None,35-44,2.05,28,1
2903,189,1,F,White,No degree,None,25-34,3.25,22,1
2904,189,1,M,Asian / Asian British,No degree,None,45-54,4.8,19,1
2905,189,1,F,White,No degree,None,35-44,6.26,23,1
2906,190,1,M,White,No degree,None,25-34,0.52,34,1
2907,190,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,5.52,37,1
2908,190,1,F,White,No degree,None,25-34,5.03,36,1
2909,190,1,M,White,Undergrad,None,35-44,3.6,34,1
2910,190,1,F,White,Undergrad,None,25-34,5.32,30,1
2911,190,1,M,White,Undergrad,None,35-44,3.66,33,1
2912,190,1,M,White,No degree,None,45-54,2.71,29,1
2913,190,1,F,White,No degree,None,35-44,2.8,29,1
2914,190,1,F,White,No degree,None,45-54,8.24,31,1
2915,190,1,F,White,No degree,None,25-34,5.65,31,1
2916,190,1,F,White,No degree,None,45-54,6.77,32,1
2917,190,1,F,White,No degree,None,25-34,1.64,33,1
2918,190,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,8.33,32,1
2919,190,1,M,Asian / Asian British,No degree,None,25-34,5.75,39,1
2920,190,1,M,White,Undergrad,None,45-54,10.81,31,1
2921,190,1,M,White,Undergrad,None,35-44,9.68,32,1
2922,190,1,M,White,No degree,None,25-34,1.88,33,1
2923,190,1,M,White,No degree,None,25-34,3.45,34,1
2924,190,1,F,White,No degree,None,35-44,2.6,36,1
2925,190,1,F,White,Undergrad,None,35-44,6.92,23,1
2926,191,1,M,White,No degree,None,35-44,7.51,35,1
2927,191,1,M,White,No degree,None,35-44,1.54,29,1
2928,191,1,M,White,No degree,None,25-34,5.14,29,1
2929,191,1,M,White,Undergrad,None,35-44,7.06,36,1
2930,191,1,F,White,No degree,None,25-34,4.98,30,1
2931,191,1,F,White,No degree,Mental health conditions,35-44,2.64,36,1
2932,191,1,M,White,Undergrad,None,25-34,3.17,27,1
2933,191,1,M,White,No degree,None,45-54,16.15,36,1
2934,191,1,F,White,No degree,None,35-44,1.21,45,1
2935,191,1,F,White,No degree,None,45-54,3.68,41,1
2936,191,1,F,White,No degree,None,25-34,3.68,30,1
2937,191,1,F,Asian / Asian British,No degree,None,25-34,3.98,36,1
2938,191,1,F,Asian / Asian British,No degree,None,35-44,5.42,30,1
2939,191,1,F,White,Undergrad,None,35-44,4.87,40,1
2940,191,1,M,White,No degree,None,45-54,8.26,33,1
2941,191,1,F,White,Undergrad,Deaf or hard of hearing,35-44,4.75,41,1
2942,191,1,F,White,No degree,None,35-44,3.56,36,1
2943,191,1,F,White,No degree,None,25-34,1.89,37,1
2944,191,1,F,White,No degree,None,25-34,3.61,37,1
2945,191,1,F,White,No degree,None,45-54,2.22,31,1
2946,192,1,F,Asian / Asian British,No degree,None,45-54,1.59,22,1
2947,192,1,M,White,Undergrad,None,25-34,1.85,32,1
2948,192,1,M,White,No degree,None,35-44,2.75,24,1
2949,192,1,M,White,No degree,None,45-54,4.44,31,1
2950,192,1,F,White,No degree,Physical disability,35-44,2.02,19,0.7
2951,192,1,M,Black / African / Caribbean / Black British,No degree,None,45-54,12.06,30,1
2952,192,1,M,White,Undergrad,None,35-44,7.1,28,1
2953,192,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,3.69,24,1
2954,192,1,M,Asian / Asian British,No degree,None,25-34,5.35,10,0.3
2955,192,1,M,White,No degree,None,45-54,0.95,30,1
2956,192,1,M,White,No degree,None,35-44,2.56,26,1
2957,192,1,M,White,No degree,None,45-54,15.56,24,1
2958,192,1,M,White,No degree,None,35-44,4.17,20,1
2959,192,1,M,White,No degree,None,45-54,9.46,28,1
2960,192,1,PN,White,Undergrad,None,35-44,3.36,23,1
2961,192,1,M,White,No degree,None,25-34,5.39,25,1
2962,192,1,M,White,No degree,None,35-44,2.03,32,1
2963,192,1,M,Asian / Asian British,Undergrad,Acquired brain injury,35-44,3.29,27,1
2964,193,1,F,White,No degree,None,25-34,3.19,26,1
2965,193,1,M,White,No degree,None,35-44,9.25,31,1
2966,193,1,M,White,No degree,Mental health conditions,45-54,8.26,32,1
2967,193,1,F,White,No degree,None,35-44,3.16,26,1
2968,193,1,F,White,No degree,None,35-44,1.01,30,1
2969,193,1,F,White,No degree,None,25-34,3.61,25,1
2970,193,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,6.3,29,1
2971,193,1,M,White,No degree,None,45-54,11.1,31,1
2972,193,1,F,White,No degree,None,25-34,3.13,31,1
2973,193,1,PN,White,No degree,None,35-44,7.47,25,1
2974,193,1,M,White,Undergrad,None,45-54,9.68,25,1
2975,193,1,M,White,No degree,None,25-34,3.14,28,1
2976,193,1,F,White,Undergrad,None,45-54,15.44,29,0.8
2977,193,1,M,White,No degree,None,35-44,6.05,29,1
2978,193,1,M,White,No degree,None,35-44,3.35,29,1
2979,193,1,M,Asian / Asian British,No degree,None,35-44,4.4,27,1
2980,194,1,M,White,No degree,None,35-44,3.59,23,1
2981,194,1,F,White,No degree,None,35-44,3.6,28,1
2982,194,1,F,White,No degree,None,35-44,5.19,26,1
2983,194,1,F,White,No degree,None,35-44,4.93,28,1
2984,194,1,M,White,No degree,None,35-44,3.24,35,1
2985,194,1,F,White,No degree,None,25-34,1.45,30,1
2986,194,1,F,White,No degree,None,<25,3.58,29,1
2987,194,1,M,White,No degree,Deaf or hard of hearing,35-44,10.72,30,1
2988,194,1,M,White,Undergrad,None,45-54,6.34,31,1
2989,194,1,M,White,Undergrad,None,25-34,4.82,29,1
2990,194,1,M,White,No degree,None,45-54,2.07,30,1
2991,194,1,F,White,No degree,None,25-34,4.38,36,1
2992,195,1,M,White,Undergrad,Mental health conditions,35-44,9,24,1
2993,195,1,M,White,Undergrad,None,45-54,10.52,29,1
2994,195,1,M,White,No degree,None,25-34,5.42,25,1
2995,195,1,PN,White,No degree,None,35-44,2.96,27,1
2996,195,1,M,White,No degree,None,25-34,1.84,20,1
2997,195,1,M,White,No degree,None,35-44,5.41,19,1
2998,195,1,F,White,No degree,None,25-34,5.22,19,1
2999,195,1,F,White,No degree,None,35-44,4.12,24,1
3000,195,1,F,White,Undergrad,None,45-54,4.67,21,1
3001,195,1,M,White,No degree,None,55-64,5.89,22,1
3002,195,1,M,White,No degree,None,45-54,5.67,21,1
3003,195,1,M,White,No degree,None,25-34,2,24,1
3004,195,1,F,White,Undergrad,None,25-34,3.41,18,1
3005,195,1,M,White,No degree,None,35-44,2.19,20,1
3006,195,1,M,White,No degree,Physical disability,25-34,4.91,21,1
3007,196,1,M,White,No degree,None,45-54,7.12,35,1
3008,196,1,F,White,No degree,None,45-54,7.26,33,1
3009,196,1,M,White,Undergrad,None,35-44,1.22,39,1
3010,196,1,F,White,No degree,None,25-34,2.3,29,1
3011,196,1,F,White,No degree,None,45-54,9.36,29,1
3012,196,1,M,White,No degree,None,25-34,2.79,23,1
3013,196,1,M,White,No degree,None,35-44,2.14,29,1
3014,196,1,M,White,No degree,Deaf or hard of hearing,35-44,0.79,30,1
3015,196,1,M,White,Undergrad,None,35-44,8.94,44,1
3016,196,1,M,White,No degree,Mental health conditions,35-44,4.88,35,1
3017,196,1,M,White,No degree,None,55-64,3.31,31,1
3018,196,1,M,White,Undergrad,None,25-34,5.04,33,1
3019,196,1,M,Asian / Asian British,No degree,Intellectual disability,35-44,2.07,28,1
3020,197,1,M,White,No degree,None,35-44,7.41,30,1
3021,197,1,M,White,No degree,None,35-44,8.7,28,1
3022,197,1,F,White,No degree,None,35-44,9.98,27,1
3023,197,1,F,White,No degree,None,25-34,2.2,27,1
3024,197,1,M,White,No degree,None,35-44,2.41,25,1
3025,197,1,F,White,No degree,None,35-44,1.19,21,0.8
3026,197,1,F,Asian / Asian British,Undergrad,None,35-44,7.94,23,0.8
3027,197,1,F,White,Undergrad,None,35-44,1.73,30,1
3028,197,1,F,White,No degree,None,35-44,2.21,33,1
3029,197,1,F,White,Undergrad,None,25-34,5.64,26,1
3030,197,1,M,White,No degree,None,45-54,9.34,30,1
3031,197,1,F,White,No degree,None,45-54,7.44,24,1
3032,197,1,M,White,Undergrad,Autism spectrum disorder,55-64,7.56,30,1
3033,197,1,F,White,No degree,None,45-54,10.9,26,1
3034,198,1,M,White,No degree,None,35-44,5.96,35,1
3035,198,1,F,White,No degree,None,35-44,6.04,38,1
3036,198,1,F,White,No degree,None,35-44,4.45,42,1
3037,198,1,F,White,No degree,Physical disability,25-34,3.81,38,1
3038,198,1,M,White,No degree,None,35-44,3.1,38,1
3039,198,1,F,White,No degree,None,35-44,6.12,35,1
3040,198,1,F,White,No degree,None,25-34,1.55,36,1
3041,198,1,F,White,No degree,None,25-34,2.22,27,1
3042,198,1,F,White,No degree,None,25-34,2.11,35,1
3043,198,1,F,Other ethnic group,No degree,None,35-44,1.47,32,1
3044,198,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,7.51,35,1
3045,198,1,M,White,No degree,None,35-44,2.27,35,1
3046,198,1,M,White,No degree,None,25-34,5.72,39,1
3047,198,1,F,White,No degree,Deaf or hard of hearing,25-34,3.36,33,1
3048,198,1,F,White,Undergrad,None,35-44,3.25,40,1
3049,198,1,F,White,No degree,None,35-44,6.01,35,1
3050,198,1,M,White,No degree,None,35-44,7.38,37,1
3051,199,1,F,White,No degree,None,25-34,0.33,23,1
3052,199,1,F,Asian / Asian British,No degree,None,25-34,2.13,27,1
3053,199,1,F,White,Undergrad,None,25-34,4.32,25,1
3054,199,1,F,White,No degree,None,25-34,2.3,25,1
3055,199,1,F,White,Undergrad,None,35-44,4.98,27,1
3056,199,1,F,White,No degree,None,55-64,21.17,29,1
3057,199,1,F,White,No degree,None,25-34,1.66,23,1
3058,199,1,F,White,No degree,None,35-44,1.92,30,1
3059,199,1,M,White,No degree,None,35-44,5.63,30,1
3060,199,1,M,Asian / Asian British,No degree,None,35-44,1.53,25,1
3061,199,1,M,White,No degree,None,45-54,6.33,30,1
3062,199,1,M,Asian / Asian British,No degree,None,45-54,10.66,25,1
3063,199,1,F,White,No degree,None,<25,2.89,27,1
3064,199,1,M,White,No degree,None,45-54,7.66,27,1
3065,199,1,M,White,No degree,None,35-44,3.22,31,1
3066,199,1,F,White,No degree,None,25-34,4.58,27,1
3067,200,1,M,White,No degree,None,35-44,1.57,36,1
